"PostCode","shortPostcode","Year","Town","District","County","Population2019","Population2020","Population2021","Population2022"
"YO19 6DA","YO19","2020","YORK","SELBY","NORTH YORKSHIRE",13641.3476798986,13717.9104790736,13794.902991086,13872.3276277223
"HG3 1AE","HG3","2020","HARROGATE","HARROGATE","NORTH YORKSHIRE",27886.9117817348,28043.4285773225,28200.8238318624,28359.1024757525
"DL6 2AQ","DL6","2020","NORTHALLERTON","HAMBLETON","NORTH YORKSHIRE",16388.8422838491,16480.8255445894,16573.3250663388,16666.3437466402
"YO61 1TR","YO61","2020","YORK","HAMBLETON","NORTH YORKSHIRE",14792.7391133111,14875.7641589706,14959.2551871743,15043.2148132742
"YO51 9EG","YO51","2020","YORK","HARROGATE","NORTH YORKSHIRE",5844.63192758859,5877.43523933052,5910.42266142783,5943.59522720981
"TS13 5BQ","TS13","2020","SALTBURN-BY-THE-SEA","SCARBOROUGH","NORTH YORKSHIRE",10953.0071312427,11014.4814741764,11076.3008451735,11138.4671807227
"YO19 6RE","YO19","2020","YORK","SELBY","NORTH YORKSHIRE",13641.3476798986,13717.9104790736,13794.902991086,13872.3276277223
"YO8 5TJ","YO8","2020","SELBY","SELBY","NORTH YORKSHIRE",46191.9229281622,46451.1775855204,46711.8873236178,46974.0603091736
"YO61 1EJ","YO61","2020","YORK","HAMBLETON","NORTH YORKSHIRE",14792.7391133111,14875.7641589706,14959.2551871743,15043.2148132742
"TS9 6SQ","TS9","2020","MIDDLESBROUGH","HAMBLETON","NORTH YORKSHIRE",13454.3786122711,13529.8920374757,13605.8292858497,13682.1927361235
"YO51 9PQ","YO51","2020","YORK","HARROGATE","NORTH YORKSHIRE",5844.63192758859,5877.43523933052,5910.42266142783,5943.59522720981
"YO7 1NA","YO7","2020","THIRSK","HAMBLETON","NORTH YORKSHIRE",21123.2793522481,21241.8348962394,21361.0558396118,21480.9459169554
"LA6 3HR","LA6","2020","CARNFORTH","CRAVEN","NORTH YORKSHIRE",13210.3681341809,13284.5120374241,13359.0720773209,13434.0505894607
"HG3 2RP","HG3","2020","HARROGATE","HARROGATE","NORTH YORKSHIRE",27886.9117817348,28043.4285773225,28200.8238318624,28359.1024757525
"YO18 7QR","YO18","2020","PICKERING","RYEDALE","NORTH YORKSHIRE",11366.0291958889,11429.8216474239,11493.9721375318,11558.4826757234
"HG4 4EN","HG4","2020","RIPON","HARROGATE","NORTH YORKSHIRE",27308.0470977806,27461.3149841266,27615.4430947465,27770.4362576953
"LA6 3HN","LA6","2020","CARNFORTH","CRAVEN","NORTH YORKSHIRE",13210.3681341809,13284.5120374241,13359.0720773209,13434.0505894607
"BD23 3TE","BD23","2020","SKIPTON","CRAVEN","NORTH YORKSHIRE",30980.880138125,31154.7619978899,31329.6197789656,31505.4589587631
"BD23 6EB","BD23","2020","SKIPTON","CRAVEN","NORTH YORKSHIRE",30980.880138125,31154.7619978899,31329.6197789656,31505.4589587631
"YO17 6AE","YO17","2020","MALTON","RYEDALE","NORTH YORKSHIRE",22408.8237324895,22534.5944636106,22661.0710897397,22788.2575727506
"HG3 1BQ","HG3","2020","HARROGATE","HARROGATE","NORTH YORKSHIRE",27886.9117817348,28043.4285773225,28200.8238318624,28359.1024757525
"BD20 7BX","BD20","2020","KEIGHLEY","CRAVEN","NORTH YORKSHIRE",37304.0261201502,37513.3969775813,37723.9429402356,37935.6706034546
"YO7 1RS","YO7","2020","THIRSK","HAMBLETON","NORTH YORKSHIRE",21123.2793522481,21241.8348962394,21361.0558396118,21480.9459169554
"BD24 0BE","BD24","2020","SETTLE","CRAVEN","NORTH YORKSHIRE",5419.99031636672,5450.41030417583,5481.00102580629,5511.76343951085
"BD20 8RG","BD20","2020","KEIGHLEY","CRAVEN","NORTH YORKSHIRE",37304.0261201502,37513.3969775813,37723.9429402356,37935.6706034546
"HG3 1QA","HG3","2020","HARROGATE","HARROGATE","NORTH YORKSHIRE",27886.9117817348,28043.4285773225,28200.8238318624,28359.1024757525
"YO13 0PZ","YO13","2020","SCARBOROUGH","SCARBOROUGH","NORTH YORKSHIRE",10680.4759479212,10740.420694898,10800.7018849985,10861.3214065278
"YO19 6ED","YO19","2020","YORK","SELBY","NORTH YORKSHIRE",13641.3476798986,13717.9104790736,13794.902991086,13872.3276277223
"DL10 7JD","DL10","2020","RICHMOND","RICHMONDSHIRE","NORTH YORKSHIRE",19461.6841919198,19570.9139435072,19680.7567529634,19791.2160611085
"YO61 3LF","YO61","2020","YORK","HAMBLETON","NORTH YORKSHIRE",14792.7391133111,14875.7641589706,14959.2551871743,15043.2148132742
"WF11 9FB","WF11","2020","KNOTTINGLEY","SELBY","NORTH YORKSHIRE",17940.5799129161,18041.2723847442,18142.5299984981,18244.3559260675
"LS22 4ET","LS22","2020","WETHERBY","HARROGATE","NORTH YORKSHIRE",16680.3872706581,16774.0068433523,16868.1518609447,16962.825272523
"YO62 7TL","YO62","2020","YORK","RYEDALE","NORTH YORKSHIRE",12739.2483366561,12810.7480546405,12882.6490686462,12954.9536309688
"YO61 3ES","YO61","2020","YORK","HAMBLETON","NORTH YORKSHIRE",14792.7391133111,14875.7641589706,14959.2551871743,15043.2148132742
"YO7 1JN","YO7","2020","THIRSK","HAMBLETON","NORTH YORKSHIRE",21123.2793522481,21241.8348962394,21361.0558396118,21480.9459169554
"BD20 7RN","BD20","2020","KEIGHLEY","CRAVEN","NORTH YORKSHIRE",37304.0261201502,37513.3969775813,37723.9429402356,37935.6706034546
"DL7 9JR","DL7","2020","NORTHALLERTON","HAMBLETON","NORTH YORKSHIRE",17131.4369422794,17227.5880555688,17324.2788221646,17421.5122708998
"YO26 8JH","YO26","2020","YORK","HARROGATE","NORTH YORKSHIRE",31903.049607271,32082.10719289,32262.1697488602,32443.2429156318
"YO62 4AD","YO62","2020","YORK","RYEDALE","NORTH YORKSHIRE",12739.2483366561,12810.7480546405,12882.6490686462,12954.9536309688
"HG3 3QP","HG3","2020","HARROGATE","HARROGATE","NORTH YORKSHIRE",27886.9117817348,28043.4285773225,28200.8238318624,28359.1024757525
"HG3 2RZ","HG3","2020","HARROGATE","HARROGATE","NORTH YORKSHIRE",27886.9117817348,28043.4285773225,28200.8238318624,28359.1024757525
"HG5 9JA","HG5","2020","KNARESBOROUGH","HARROGATE","NORTH YORKSHIRE",19454.289935008,19563.4781859299,19673.2792617958,19783.6966021187
"YO51 9QY","YO51","2020","YORK","HARROGATE","NORTH YORKSHIRE",5844.63192758859,5877.43523933052,5910.42266142783,5943.59522720981
"YO26 8EL","YO26","2020","YORK","HARROGATE","NORTH YORKSHIRE",31903.049607271,32082.10719289,32262.1697488602,32443.2429156318
"YO17 6SW","YO17","2020","MALTON","RYEDALE","NORTH YORKSHIRE",22408.8237324895,22534.5944636106,22661.0710897397,22788.2575727506
"LA2 7LF","LA2","2020","LANCASTER","CRAVEN","NORTH YORKSHIRE",23560.215165902,23692.4481435077,23825.423285828,23959.1447583025
"YO12 4LU","YO12","2020","SCARBOROUGH","SCARBOROUGH","NORTH YORKSHIRE",43144.4327580749,43386.5832125819,43630.0927495677,43874.968996956
"YO26 9RF","YO26","2020","YORK","HARROGATE","NORTH YORKSHIRE",31903.049607271,32082.10719289,32262.1697488602,32443.2429156318
"BD23 3EG","BD23","2020","SKIPTON","CRAVEN","NORTH YORKSHIRE",30980.880138125,31154.7619978899,31329.6197789656,31505.4589587631
"YO11 2BP","YO11","2020","SCARBOROUGH","SCARBOROUGH","NORTH YORKSHIRE",24188.727003407,24324.4875375799,24461.0100350688,24598.298772434
"YO8 9RU","YO8","2020","SELBY","SELBY","NORTH YORKSHIRE",46191.9229281622,46451.1775855204,46711.8873236178,46974.0603091736
"YO62 4LF","YO62","2020","YORK","RYEDALE","NORTH YORKSHIRE",12739.2483366561,12810.7480546405,12882.6490686462,12954.9536309688
"YO8 5BQ","YO8","2020","SELBY","SELBY","NORTH YORKSHIRE",46191.9229281622,46451.1775855204,46711.8873236178,46974.0603091736
"YO23 7EJ","YO23","2020","YORK","SELBY","NORTH YORKSHIRE",20412.3743662971,20526.9399177341,20642.1484745041,20758.0036455092
"YO26 8AL","YO26","2020","YORK","HARROGATE","NORTH YORKSHIRE",31903.049607271,32082.10719289,32262.1697488602,32443.2429156318
"HG3 2AP","HG3","2020","HARROGATE","HARROGATE","NORTH YORKSHIRE",27886.9117817348,28043.4285773225,28200.8238318624,28359.1024757525
"YO61 4PY","YO61","2020","YORK","HAMBLETON","NORTH YORKSHIRE",14792.7391133111,14875.7641589706,14959.2551871743,15043.2148132742
"LA2 7HL","LA2","2020","LANCASTER","CRAVEN","NORTH YORKSHIRE",23560.215165902,23692.4481435077,23825.423285828,23959.1447583025
"HG4 4HH","HG4","2020","RIPON","HARROGATE","NORTH YORKSHIRE",27308.0470977806,27461.3149841266,27615.4430947465,27770.4362576953
"LA2 7HR","LA2","2020","LANCASTER","CRAVEN","NORTH YORKSHIRE",23560.215165902,23692.4481435077,23825.423285828,23959.1447583025
"BD20 7AJ","BD20","2020","KEIGHLEY","CRAVEN","NORTH YORKSHIRE",37304.0261201502,37513.3969775813,37723.9429402356,37935.6706034546
"HG3 1EQ","HG3","2020","HARROGATE","HARROGATE","NORTH YORKSHIRE",27886.9117817348,28043.4285773225,28200.8238318624,28359.1024757525
"BD20 7DT","BD20","2020","KEIGHLEY","CRAVEN","NORTH YORKSHIRE",37304.0261201502,37513.3969775813,37723.9429402356,37935.6706034546
"YO19 6SG","YO19","2020","YORK","SELBY","NORTH YORKSHIRE",13641.3476798986,13717.9104790736,13794.902991086,13872.3276277223
"WF11 0BA","WF11","2020","KNOTTINGLEY","SELBY","NORTH YORKSHIRE",17940.5799129161,18041.2723847442,18142.5299984981,18244.3559260675
"YO26 8AT","YO26","2020","YORK","HARROGATE","NORTH YORKSHIRE",31903.049607271,32082.10719289,32262.1697488602,32443.2429156318
"YO26 9TG","YO26","2020","YORK","HARROGATE","NORTH YORKSHIRE",31903.049607271,32082.10719289,32262.1697488602,32443.2429156318
"YO51 9LH","YO51","2020","YORK","HARROGATE","NORTH YORKSHIRE",5844.63192758859,5877.43523933052,5910.42266142783,5943.59522720981
"YO61 1DP","YO61","2020","YORK","HAMBLETON","NORTH YORKSHIRE",14792.7391133111,14875.7641589706,14959.2551871743,15043.2148132742
"LA2 7HG","LA2","2020","LANCASTER","CRAVEN","NORTH YORKSHIRE",23560.215165902,23692.4481435077,23825.423285828,23959.1447583025
"YO14 0HZ","YO14","2020","FILEY","SCARBOROUGH","NORTH YORKSHIRE",11889.9651142124,11956.6981843312,12023.8057974031,12091.2900555709
"HG3 5NJ","HG3","2020","HARROGATE","HARROGATE","NORTH YORKSHIRE",27886.9117817348,28043.4285773225,28200.8238318624,28359.1024757525
"DN14 0RB","DN14","2020","GOOLE","SELBY","NORTH YORKSHIRE",48846.4611595069,49120.6145557784,49396.3066527644,49673.5460865057
"BD23 6PR","BD23","2020","SKIPTON","CRAVEN","NORTH YORKSHIRE",30980.880138125,31154.7619978899,31329.6197789656,31505.4589587631
"YO7 1ST","YO7","2020","THIRSK","HAMBLETON","NORTH YORKSHIRE",21123.2793522481,21241.8348962394,21361.0558396118,21480.9459169554
"YO25 3QU","YO25","2020","DRIFFIELD","RYEDALE","NORTH YORKSHIRE",35186.0996761207,35383.5835572202,35582.1758272476,35781.8827070954
"BD23 6NQ","BD23","2020","SKIPTON","CRAVEN","NORTH YORKSHIRE",30980.880138125,31154.7619978899,31329.6197789656,31505.4589587631
"YO8 5BU","YO8","2020","SELBY","SELBY","NORTH YORKSHIRE",46191.9229281622,46451.1775855204,46711.8873236178,46974.0603091736
"HG3 5HL","HG3","2020","HARROGATE","HARROGATE","NORTH YORKSHIRE",27886.9117817348,28043.4285773225,28200.8238318624,28359.1024757525
"TS15 0JA","TS15","2020","YARM","HAMBLETON","NORTH YORKSHIRE",13523.0395693094,13598.9383578365,13675.2631324054,13752.0162838858
"YO7 4JL","YO7","2020","THIRSK","HAMBLETON","NORTH YORKSHIRE",21123.2793522481,21241.8348962394,21361.0558396118,21480.9459169554
"YO8 3TB","YO8","2020","SELBY","SELBY","NORTH YORKSHIRE",46191.9229281622,46451.1775855204,46711.8873236178,46974.0603091736
"DN14 0HJ","DN14","2020","GOOLE","SELBY","NORTH YORKSHIRE",48846.4611595069,49120.6145557784,49396.3066527644,49673.5460865057
"YO26 8DH","YO26","2020","YORK","HARROGATE","NORTH YORKSHIRE",31903.049607271,32082.10719289,32262.1697488602,32443.2429156318
"YO22 5AA","YO22","2020","WHITBY","SCARBOROUGH","NORTH YORKSHIRE",9219.58204662808,9271.32744783603,9323.36327289754,9375.69115183213
"TS13 5LP","TS13","2020","SALTBURN-BY-THE-SEA","SCARBOROUGH","NORTH YORKSHIRE",10953.0071312427,11014.4814741764,11076.3008451735,11138.4671807227
"YO17 6SN","YO17","2020","MALTON","RYEDALE","NORTH YORKSHIRE",22408.8237324895,22534.5944636106,22661.0710897397,22788.2575727506
"YO21 1RW","YO21","2020","WHITBY","SCARBOROUGH","NORTH YORKSHIRE",14927.9483825559,15011.7322975274,15095.9864542379,15180.7134919445
"LS17 0EG","LS17","2020","LEEDS","HARROGATE","NORTH YORKSHIRE",45871.8572361218,46129.3155075306,46388.2187773658,46648.5751557587
"LS22 5EU","LS22","2020","WETHERBY","HARROGATE","NORTH YORKSHIRE",16680.3872706581,16774.0068433523,16868.1518609447,16962.825272523
"LS24 9RL","LS24","2020","TADCASTER","SELBY","NORTH YORKSHIRE",12516.3643068854,12586.6130762384,12657.2561205961,12728.2956528482
"LA2 7LE","LA2","2020","LANCASTER","CRAVEN","NORTH YORKSHIRE",23560.215165902,23692.4481435077,23825.423285828,23959.1447583025
"YO51 9HR","YO51","2020","YORK","HARROGATE","NORTH YORKSHIRE",5844.63192758859,5877.43523933052,5910.42266142783,5943.59522720981
"YO8 9DZ","YO8","2020","SELBY","SELBY","NORTH YORKSHIRE",46191.9229281622,46451.1775855204,46711.8873236178,46974.0603091736
"YO61 2PG","YO61","2020","YORK","HAMBLETON","NORTH YORKSHIRE",14792.7391133111,14875.7641589706,14959.2551871743,15043.2148132742
"LS21 2PE","LS21","2020","OTLEY","HARROGATE","NORTH YORKSHIRE",18727.5401128173,18832.6494411876,18938.3487013291,19044.6412042658
"YO13 0PD","YO13","2020","SCARBOROUGH","SCARBOROUGH","NORTH YORKSHIRE",10680.4759479212,10740.420694898,10800.7018849985,10861.3214065278
"DL8 1DF","DL8","2020","BEDALE","HAMBLETON","NORTH YORKSHIRE",19700.4130579301,19810.9826881464,19922.1728963725,20033.9871656358
"YO13 0QU","YO13","2020","SCARBOROUGH","SCARBOROUGH","NORTH YORKSHIRE",10680.4759479212,10740.420694898,10800.7018849985,10861.3214065278
"BD23 3BQ","BD23","2020","SKIPTON","CRAVEN","NORTH YORKSHIRE",30980.880138125,31154.7619978899,31329.6197789656,31505.4589587631
"LA6 3LJ","LA6","2020","CARNFORTH","CRAVEN","NORTH YORKSHIRE",13210.3681341809,13284.5120374241,13359.0720773209,13434.0505894607
"YO14 0HX","YO14","2020","FILEY","SCARBOROUGH","NORTH YORKSHIRE",11889.9651142124,11956.6981843312,12023.8057974031,12091.2900555709
"YO62 6NU","YO62","2020","YORK","RYEDALE","NORTH YORKSHIRE",12739.2483366561,12810.7480546405,12882.6490686462,12954.9536309688
"BD20 7EF","BD20","2020","KEIGHLEY","CRAVEN","NORTH YORKSHIRE",37304.0261201502,37513.3969775813,37723.9429402356,37935.6706034546
"YO61 1NG","YO61","2020","YORK","HAMBLETON","NORTH YORKSHIRE",14792.7391133111,14875.7641589706,14959.2551871743,15043.2148132742
"YO22 4PB","YO22","2020","WHITBY","SCARBOROUGH","NORTH YORKSHIRE",9219.58204662808,9271.32744783603,9323.36327289754,9375.69115183213
"LA2 7AR","LA2","2020","LANCASTER","CRAVEN","NORTH YORKSHIRE",23560.215165902,23692.4481435077,23825.423285828,23959.1447583025
"YO61 3HY","YO61","2020","YORK","HAMBLETON","NORTH YORKSHIRE",14792.7391133111,14875.7641589706,14959.2551871743,15043.2148132742
"YO7 1NJ","YO7","2020","THIRSK","HAMBLETON","NORTH YORKSHIRE",21123.2793522481,21241.8348962394,21361.0558396118,21480.9459169554
"HG3 4EF","HG3","2020","HARROGATE","HARROGATE","NORTH YORKSHIRE",27886.9117817348,28043.4285773225,28200.8238318624,28359.1024757525
"YO26 8AP","YO26","2020","YORK","HARROGATE","NORTH YORKSHIRE",31903.049607271,32082.10719289,32262.1697488602,32443.2429156318
"DL10 6SY","DL10","2020","RICHMOND","RICHMONDSHIRE","NORTH YORKSHIRE",19461.6841919198,19570.9139435072,19680.7567529634,19791.2160611085
"TS9 5EP","TS9","2020","MIDDLESBROUGH","HAMBLETON","NORTH YORKSHIRE",13454.3786122711,13529.8920374757,13605.8292858497,13682.1927361235
"YO13 0HJ","YO13","2020","SCARBOROUGH","SCARBOROUGH","NORTH YORKSHIRE",10680.4759479212,10740.420694898,10800.7018849985,10861.3214065278
"YO51 9QD","YO51","2020","YORK","HARROGATE","NORTH YORKSHIRE",5844.63192758859,5877.43523933052,5910.42266142783,5943.59522720981
"YO62 4AA","YO62","2020","YORK","RYEDALE","NORTH YORKSHIRE",12739.2483366561,12810.7480546405,12882.6490686462,12954.9536309688
"HG5 9HS","HG5","2020","KNARESBOROUGH","HARROGATE","NORTH YORKSHIRE",19454.289935008,19563.4781859299,19673.2792617958,19783.6966021187
"HG4 5BU","HG4","2020","RIPON","HARROGATE","NORTH YORKSHIRE",27308.0470977806,27461.3149841266,27615.4430947465,27770.4362576953
"YO22 5BT","YO22","2020","WHITBY","SCARBOROUGH","NORTH YORKSHIRE",9219.58204662808,9271.32744783603,9323.36327289754,9375.69115183213
"DL8 5PY","DL8","2020","LEYBURN","RICHMONDSHIRE","NORTH YORKSHIRE",19700.4130579301,19810.9826881464,19922.1728963725,20033.9871656358
"BD23 3BU","BD23","2020","SKIPTON","CRAVEN","NORTH YORKSHIRE",30980.880138125,31154.7619978899,31329.6197789656,31505.4589587631
"YO60 7RZ","YO60","2020","YORK","RYEDALE","NORTH YORKSHIRE",5008.02457413654,5036.13238201084,5064.39794647196,5092.82215293723
"YO61 1RT","YO61","2020","YORK","HAMBLETON","NORTH YORKSHIRE",14792.7391133111,14875.7641589706,14959.2551871743,15043.2148132742
"YO62 6PD","YO62","2020","YORK","RYEDALE","NORTH YORKSHIRE",12739.2483366561,12810.7480546405,12882.6490686462,12954.9536309688
"YO61 3GP","YO61","2020","YORK","HAMBLETON","NORTH YORKSHIRE",14792.7391133111,14875.7641589706,14959.2551871743,15043.2148132742
"YO7 3RZ","YO7","2020","THIRSK","HAMBLETON","NORTH YORKSHIRE",21123.2793522481,21241.8348962394,21361.0558396118,21480.9459169554
"YO21 2DB","YO21","2020","WHITBY","SCARBOROUGH","NORTH YORKSHIRE",14927.9483825559,15011.7322975274,15095.9864542379,15180.7134919445
"DL8 3HZ","DL8","2020","LEYBURN","RICHMONDSHIRE","NORTH YORKSHIRE",19700.4130579301,19810.9826881464,19922.1728963725,20033.9871656358
"DL11 6QT","DL11","2020","RICHMOND","RICHMONDSHIRE","NORTH YORKSHIRE",5606.95938399426,5638.42874577379,5670.07473104264,5701.89833110964
"BD23 6BQ","BD23","2020","SKIPTON","CRAVEN","NORTH YORKSHIRE",30980.880138125,31154.7619978899,31329.6197789656,31505.4589587631
"DL8 4NF","DL8","2020","LEYBURN","RICHMONDSHIRE","NORTH YORKSHIRE",19700.4130579301,19810.9826881464,19922.1728963725,20033.9871656358
"LS24 9PB","LS24","2020","TADCASTER","SELBY","NORTH YORKSHIRE",12516.3643068854,12586.6130762384,12657.2561205961,12728.2956528482
"HG3 3HA","HG3","2020","HARROGATE","HARROGATE","NORTH YORKSHIRE",27886.9117817348,28043.4285773225,28200.8238318624,28359.1024757525
"YO17 9AE","YO17","2020","MALTON","RYEDALE","NORTH YORKSHIRE",22408.8237324895,22534.5944636106,22661.0710897397,22788.2575727506
"YO22 5ET","YO22","2020","WHITBY","SCARBOROUGH","NORTH YORKSHIRE",9219.58204662808,9271.32744783603,9323.36327289754,9375.69115183213
"YO61 3JY","YO61","2020","YORK","HAMBLETON","NORTH YORKSHIRE",14792.7391133111,14875.7641589706,14959.2551871743,15043.2148132742
"YO61 3HT","YO61","2020","YORK","HAMBLETON","NORTH YORKSHIRE",14792.7391133111,14875.7641589706,14959.2551871743,15043.2148132742
"BD20 8PE","BD20","2020","KEIGHLEY","CRAVEN","NORTH YORKSHIRE",37304.0261201502,37513.3969775813,37723.9429402356,37935.6706034546
"BD23 3LZ","BD23","2020","SKIPTON","CRAVEN","NORTH YORKSHIRE",30980.880138125,31154.7619978899,31329.6197789656,31505.4589587631
"YO7 1RG","YO7","2020","THIRSK","HAMBLETON","NORTH YORKSHIRE",21123.2793522481,21241.8348962394,21361.0558396118,21480.9459169554
"YO62 6RH","YO62","2020","YORK","RYEDALE","NORTH YORKSHIRE",12739.2483366561,12810.7480546405,12882.6490686462,12954.9536309688
"BD20 9DW","BD20","2020","KEIGHLEY","CRAVEN","NORTH YORKSHIRE",37304.0261201502,37513.3969775813,37723.9429402356,37935.6706034546
"YO17 6XL","YO17","2020","MALTON","RYEDALE","NORTH YORKSHIRE",22408.8237324895,22534.5944636106,22661.0710897397,22788.2575727506
"YO62 6AA","YO62","2020","YORK","RYEDALE","NORTH YORKSHIRE",12739.2483366561,12810.7480546405,12882.6490686462,12954.9536309688
"YO30 2DF","YO30","2020","YORK","HAMBLETON","NORTH YORKSHIRE",28109.7958115055,28267.5635557246,28426.2167799125,28585.7604538731
"BD22 0LD","BD22","2020","KEIGHLEY","CRAVEN","NORTH YORKSHIRE",31530.1677944319,31707.1325607765,31885.0905514114,32064.0473408613
"YO13 9BP","YO13","2020","SCARBOROUGH","SCARBOROUGH","NORTH YORKSHIRE",10680.4759479212,10740.420694898,10800.7018849985,10861.3214065278
"YO17 9DS","YO17","2020","MALTON","NORTH YORKSHIRE","NORTH YORKSHIRE",22408.8237324895,22534.5944636106,22661.0710897397,22788.2575727506
"YO61 3EQ","YO61","2020","YORK","HAMBLETON","NORTH YORKSHIRE",14792.7391133111,14875.7641589706,14959.2551871743,15043.2148132742
"YO7 4HH","YO7","2020","THIRSK","HAMBLETON","NORTH YORKSHIRE",21123.2793522481,21241.8348962394,21361.0558396118,21480.9459169554
"HG3 3QU","HG3","2020","HARROGATE","HARROGATE","NORTH YORKSHIRE",27886.9117817348,28043.4285773225,28200.8238318624,28359.1024757525
"YO7 1ST","YO7","2020","THIRSK","NORTH YORKSHIRE","NORTH YORKSHIRE",21123.2793522481,21241.8348962394,21361.0558396118,21480.9459169554
"YO11 3TU","YO11","2020","SCARBOROUGH","SCARBOROUGH","NORTH YORKSHIRE",24188.727003407,24324.4875375799,24461.0100350688,24598.298772434
"HG3 2FB","HG3","2020","HARROGATE","HARROGATE","NORTH YORKSHIRE",27886.9117817348,28043.4285773225,28200.8238318624,28359.1024757525
"BD23 3RA","BD23","2020","SKIPTON","CRAVEN","NORTH YORKSHIRE",30980.880138125,31154.7619978899,31329.6197789656,31505.4589587631
"YO23 7DQ","YO23","2020","YORK","SELBY","NORTH YORKSHIRE",20412.3743662971,20526.9399177341,20642.1484745041,20758.0036455092
